team_id,1_player,2_player,3_player,4_player,5_player,prpg!,dprpg,bpm,obpm,dbpm
2017 Seton Hall,Madison Jones,Khadeen Carrington,Desi Rodriguez,Michael Nzei,Angel Delgado,11.9,16.8,16.6,8.4,5.6
2017 SMU,Shake Milton,Jarrey Foster,Sterling Brown,Semi Ojeleye,Ben Moore,22,21.2,37,24.4,19.8
2017 South Carolina,PJ Dozier,Duane Notice,Sindarius Thornwell,Chris Silva,Maik Kotsar,11.8,20.1,30.3,11.6,14.6
2017 South Dakota St.,Michael Orris,Chris Howell,Lane Severyn,Reed Tellinghuisen,Mike Daum,9.9,7.9,-3.5,3,-4.4
2017 Texas Southern,Demontrae Jefferson,Jalan McCloud,Zach Lofton,Kevin Scott,Marvin Jones,7.9,10.2,-1.7,0.8,-2.1
2017 Troy,Kevin Baker,Wesley Person,DeVon Walker,Jordon Varnado,"Juan Davis, Jr.",10.7,10.2,7.2,10.1,1
2017 UC Davis,Darius Graham,Brynton Lemar,Lawrence White,Chima Moneke,J.T. Adenrele,5.4,13.5,2.2,-2.8,4.2
2017 UCLA,Lonzo Ball,Bryce Alford,Isaac Hamilton,TJ Leaf,Thomas Welsh,20.6,16.9,30.1,24.8,9.6
2017 UNC Wilmington,Denzel Ingram,Ambrose Mosley,Chris Flemmings,C.J. Bryce,Devontae Cacok,16.7,13.3,20.5,20.6,4.5
2017 USC,Jordan McLaughlin,De'Anthony Melton,Elijah Stewart,Bennie Boatwright,Chimezie Metu,15,15.8,21.4,16.2,11.9
2017 Vanderbilt,Riley LaChance,Nolan Cressler,Joe Toye,Jeff Roberson,Luke Kornet,13.3,16.3,22.4,11.6,10.3
2017 VCU,JeQuan Lewis,Doug Brooks,Jordan Burgess,Mo Alie-Cox,Justin Tillman,9.9,15.6,21,8.8,10.8
2017 Vermont,Trae Bell-Haynes,Ernie Duncan,Kurt Steidl,Anthony Lamb,Payton Henson,11.6,14.6,16.4,10.7,5.9
2017 Villanova,Jalen Brunson,Donte DiVincenzo,Josh Hart,Kris Jenkins,Eric Paschall,19,18.9,30.2,19.4,11.9
2017 Virginia,London Perrantes,Darius Thompson,Marial Shayok,Devon Hall,Jack Salt,10.1,17.5,25.4,8.3,15.9
2017 Virginia Tech,Justin Robinson,Seth Allen,Justin Bibbs,Ty Outlaw,Zach LeDay,14.5,13.9,21.7,19.8,5.4
2017 Wake Forest,Bryant Crawford,Keyshawn Woods,Austin Arians,Dinos Mitoglou,John Collins,18.3,13,27.4,26.5,3.2
2017 West Virginia,Tarik Phillip,Jevon Carter,Esa Ahmad,Nathan Adrian,Elijah Macon,13.1,18.5,32.9,15.7,18
2017 Wichita St.,Landry Shamet,Conner Frankamp,Zach Brown,Markis McDuffie,Shaquille Morris,13.9,15.5,34.6,20.8,15.5
2017 Winthrop,Keon Johnson,Bjorn Broman,Roderick Perkins,Tevin Prescott,Xavier Cooks,9.3,11.6,9,7,-0.8
2017 Wisconsin,Bronson Koenig,Zak Showalter,Vitto Brown,Nigel Hayes,Ethan Happ,14.9,19.5,32,16.9,17
2017 Xavier,Quentin Goodin,J.P. Macura,Trevon Bluiett,Malcolm Bernard,Sean O'Mara,10.8,14.5,16.7,9.7,5.5
2018 Alabama,Collin Sexton,Dazon Ingram,Herbert Jones,Braxton Key,Donta Hall,10.3,16.4,20.6,7.8,10.7
2018 Arizona,Parker Jackson-Cartwright,Allonzo Trier,Rawle Alkins,Dusan Ristic,Deandre Ayton,20.2,16.6,26.7,21.1,8.1
2018 Arizona St.,Tra Holder,Shannon Evans II,Kodi Justice,Mickey Mitchell,Romello White,15,15,15.9,13.3,0.5
2018 Arkansas,Daryl Macon,Anton Beard,Jaylen Barford,Adrio Bailey,Daniel Gafford,19,14.4,27,24,9.3
2018 Auburn,Jared Harper,Bryce Brown,DeSean Murray,Mustapha Heron,Horace Spencer,14.2,14.9,22.9,14,10.9
2018 Bucknell,Stephen Brown,Kimbal Mackenzie,Avi Toomer,Zach Thomas,Nana Foulland,11.6,13.3,12.5,8.8,7.8
2018 Buffalo,Wes Clark,Dontay Caruthers,CJ Massinburg,Jeremy Harris,Nick Perkins,16.5,13.1,20,18.2,6.3
2018 Butler,Aaron Thompson,Kamar Baldwin,Sean McDermott,Kelan Martin,Tyler Wideman,14,16.4,22.6,13,14.8
2018 Cal St. Fullerton,Austen Awosika,Kyle Allman Jr.,Khalil Ahmad,Jackson Rowe,Arkim Robertson,9.6,12.8,5.5,3.2,3.2
2018 Charleston,Joe Chealey,Marquise Pointer,Grant Riller,Cameron Johnson,Jarrell Brantley,15.5,14.6,15.2,13.9,5.5
2018 Cincinnati,Justin Jenifer,Jarron Cumberland,Jacob Evans III,Gary Clark,Kyle Washington,14.4,20,35.9,16.5,20.9
2018 Clemson,Shelton Mitchell,Marcquise Reed,Gabe DeVoe,Aamir Simms,Elijah Thomas,13.4,18.7,24.8,10.7,11.4
2018 Creighton,Davion Mintz,Marcus Foster,Khyri Thomas,Mitch Ballock,Toby Hegner,13.6,14.4,22.3,14.5,7.1
2018 Davidson,Jon Axel Gudmundsson,Rusty Reigel,Kellan Grady,Peyton Aldridge,Will Magarity,17.4,14.2,20,16,10.9
2018 Duke,Trevon Duval,Grayson Allen,Gary Trent Jr.,Marvin Bagley III,Wendell Carter Jr.,21.9,20,35.7,23.9,18.5
2018 Florida,Chris Chiozza,KeVaughn Allen,Jalen Hudson,Egor Koulechov,Kevarrius Hayes,14.4,16.9,26.9,15.1,15.3
2018 Florida St.,Trent Forrest,PJ Savoy,Braian Angola,Phil Cofer,Mfiondu Kabengele,11.7,12.6,22.4,15.7,10.4
2018 Georgia St.,D'Marcus Simonds,Devin Mitchell,Jeff Thomas,Malik Benlevi,Jordan Session,12.4,15.7,12.9,8.1,4.9
2018 Gonzaga,Josh Perkins,Silas Melson,Zach Norvell Jr.,Killian Tillie,Johnathan Williams,15.9,17.7,29.5,17.6,14.6
2018 Houston,Galen Robinson Jr.,Rob Gray,Corey Davis Jr.,Devin Davis,Breaon Brady,12.4,15.5,19.6,8.4,10.2
2018 Iona,Rickey McGill,Schadrac Casimir,Zach Lewis,E.J. Crawford,Roland Griffin,10.7,10.4,3.7,6,1.2
2018 Kansas,Devonte' Graham,Malik Newman,Lagerald Vick,Sviatoslav Mykhailiuk,Udoka Azubuike,20.8,18.9,32.3,23.3,12.1
2018 Kansas St.,Kamau Stokes,Barry Brown Jr.,Cartier Diarra,Xavier Sneed,Makol Mawien,10,16.1,14.7,4.2,10.4
2018 Kentucky,Shai Gilgeous-Alexander,Quade Green,PJ Washington,Kevin Knox,Wenyen Gabriel,14.2,16.7,24.3,14.4,12
2018 Lipscomb,Kenny Cooper,Michael Buckland,Garrison Mathews,Rob Marberry,Eli Pepper,7.8,13.7,6.5,1.8,7.8
2018 LIU,Jashaun Agosto,Julian Batts,Joel Hernandez,Raiquan Clark,Zach Coleman,8.4,10.1,-7,-1,-5.3
2018 Loyola Chicago,Clayton Custer,Ben Richardson,Marques Townes,Donte Ingram,Cameron Krutwig,13.1,17.6,22.4,11.8,11.3
2018 Marshall,Jon Elmore,Jarrod West,C.J. Burks,Jannson Williams,Ajdin Penava,13.3,14.5,13,9.2,3.5
2018 Miami FL,Chris Lykes,Ja'Quan Newton,Lonnie Walker IV,Anthony Lawrence II,Dewan Huell,10.5,15.3,15.8,7.7,6.6
2018 Michigan,Zavier Simpson,Muhammad-Ali Abdur-Rahkman,Charles Matthews,Duncan Robinson,Moritz Wagner,14.7,19.5,28.7,13.5,15.2
2018 Michigan St.,Cassius Winston,Joshua Langford,Miles Bridges,Nick Ward,Jaren Jackson Jr.,17.8,17.1,35.3,22.8,15.5
2018 Missouri,Jordan Geist,Kassius Robertson,Kevin Puryear,Jeremiah Tilmon,Jontay Porter,11.9,15.3,14.1,4.7,4
2018 Montana,Ahmaad Rorie,Michael Oguine,Bobby Moorehead,Fabijan Krslovic,Jamar Akoh,11.5,16.3,17.1,9.1,5.4
2018 Murray St.,Jonathan Stark,Temetrius Morant,Leroy Buchanan,Brion Sanchious,Terrell Miller Jr.,13.8,15.2,17.5,11.3,1.8
2018 NC St.,Markell Johnson,Braxton Beverly,Allerik Freeman,Torin Dorn,Omer Yurtseven,14.9,15,19.9,15.9,7.3
2018 Nevada,Cody Martin,Kendall Stephens,Josh Hall,Caleb Martin,Jordan Caroline,18.3,15.2,21.2,19.6,6.8
2018 New Mexico St.,AJ Harris,Sidy N'Dir,Zach Lofton,Jemerrio Jones,Johnathon Wilkins,9.9,16.2,17,6.4,9.8
2018 North Carolina,Joel Berry II,Kenny Williams,Theo Pinson,Cameron Johnson,Luke Maye,20.3,18.2,32.7,23.2,13.9
2018 North Carolina Central,Jordan Perkins,Reggie Gardner Jr.,John Guerra,Zacarry Douglas,Raasean Davis,3.7,6.5,-16.1,-8.1,-9.5
2018 Ohio St.,C.J. Jackson,Kam Williams,Jae'Sean Tate,Keita Bates-Diop,Kaleb Wesson,17.2,17.5,32.3,21.2,15.7
2018 Oklahoma,Trae Young,Kameron McGusty,Christian James,Kristian Doolittle,Jamuni McNeace,14.6,13.5,17.9,12.4,5.6
2018 Penn,Darnell Foreman,Devon Goodman,Caleb Wood,Ryan Betley,AJ Brodeur,7.8,13.9,7.7,2,6.9
2018 Providence,Kyron Cartwright,Jalen Lindsey,Isaiah Jackson,Alpha Diallo,Rodney Bullock,12.2,17,17.8,9.7,8.9
2018 Purdue,Carsen Edwards,P.J. Thompson,Dakota Mathias,Vincent Edwards,Isaac Haas,21.2,18.3,36.9,27.2,14.3
2018 Radford,Travis Fields Jr.,Carlik Jones,Donald Hicks,Ed Polite Jr.,Devonnte Holland,7.2,11.8,0.4,-2.7,3
2018 Rhode Island,Jeff Dowtin,Jared Terrell,Stanford Robinson,E.C. Matthews,Andre Berry,11.5,16.3,17.1,9.8,8.6
2018 San Diego St.,Devin Watson,Trey Kell,Matt Mitchell,Jalen McDaniels,Malik Pope,12.3,16.8,22.5,11.2,12.7
2018 Seton Hall,Khadeen Carrington,Myles Powell,Myles Cale,Michael Nzei,Angel Delgado,13,14.1,18.1,12.5,5.5
2018 South Dakota St.,David Jenkins Jr.,Tevin King,Skyler Flatten,Reed Tellinghuisen,Mike Daum,15,13.8,17,13,5.2
2018 St. Bonaventure,Jaylen Adams,Matt Mobley,Idris Taqqee,LaDarien Griffin,Amadi Ikpeze,12,15.4,10.7,5.5,4.5
2018 Stephen F. Austin,Ivan Canete,Ty Charles,Kevon Harris,Leon Gilmore III,TJ Holyfield,7.8,13.7,11.2,5.2,4.5
2018 Syracuse,Frank Howard,Tyus Battle,Marek Dolezaj,Oshae Brissett,Paschal Chukwu,12.6,22,18.2,4.4,13.7
2018 TCU,Alex Robinson,Desmond Bane,Kouat Noi,Kenrich Williams,Vladimir Brodziansky,17.3,15.1,26.2,20.7,8.2
2018 Tennessee,Jordan Bone,Lamonte Turner,Jordan Bowden,Admiral Schofield,Grant Williams,14,17.2,27.2,14.7,14
2018 Texas,Matt Coleman,Jacob Young,Kerwin Roach II,Jericho Sims,Dylan Osetkowski,9,16.1,13,2.9,7.5
2018 Texas A&M,T.J. Starks,Admon Gilder,D.J. Hogg,Robert Williams,Tyler Davis,13.2,18.5,24.6,12.3,11
2018 Texas Southern,Demontrae Jefferson,Derrick Bruce,Robert Lewis,Donte Clark,Trayvon Reed,11.4,9.7,-2.5,5.1,-5.2
2018 Texas Tech,Keenan Evans,Jarrett Culver,Zhaire Smith,Niem Stevenson,Justin Gray,14.7,17.5,34.4,17.9,16.2
2018 UCLA,Aaron Holiday,Prince Ali,Kris Wilkes,Gyorgy Goloman,Thomas Welsh,15.4,14.4,17,12.7,2.4
2018 UMBC,K.J. Maura,Jairus Lyles,Joe Sherburne,Arkel Lamar,Daniel Akin,9.4,13.3,5.1,2.1,2.2
2018 UNC Greensboro,Demetrius Troy,Francis Alonso,Marvin Smith,James Dickey,Jordy Kuiper,7.3,16.2,10.6,2.6,3.3
2018 Villanova,Jalen Brunson,Phil Booth,Mikal Bridges,Eric Paschall,Omari Spellman,22.6,18.2,40.6,28.7,12.9
2018 Virginia,Ty Jerome,Kyle Guy,Devon Hall,Isaiah Wilkins,Jack Salt,14,22,32.4,12,16.2
2018 Virginia Tech,Justin Robinson,Devin Wilson,Justin Bibbs,Nickeil Alexander-Walker,Kerry Blackshear Jr.,13,13.7,19.6,11.5,9.3
2018 West Virginia,Jevon Carter,Daxter Miles Jr.,Wesley Harris,Esa Ahmad,Sagaba Konate,15.9,18,30.3,17.6,14.5
2018 Wichita St.,Landry Shamet,Conner Frankamp,Zach Brown,Rashard Kelly,Shaquille Morris,14.9,12.9,27.8,21.2,8.1
2018 Wright St.,Cole Gentry,Mark Hughes,Grant Benzinger,Parker Ernsthausen,Loudon Love,7.5,16.7,6.6,-1.6,4.3
2018 Xavier,Quentin Goodin,J.P. Macura,Trevon Bluiett,Naji Marshall,Kerem Kanter,15.7,14.6,29.3,22.1,8.1
2019 Abilene Christian,Damien Daniels,Payten Ricks,Jaylen Franklin,Jaren Lewis,Hayden Farquhar,7.3,12.8,4.2,0.3,4.9
2019 Arizona St.,Remy Martin,Rob Edwards,Luguentz Dort,Romello White,Zylan Cheatham,11.4,16.5,13.8,8.1,5.4
2019 Auburn,Jared Harper,Bryce Brown,Samir Doughty,Anfernee McLemore,Danjel Purifoy,13.9,14,25.3,17.3,5.6
2019 Baylor,Makai Mason,Jared Butler,King McClure,Mark Vital,Mario Kegler,11.8,15.8,13.2,9.8,3.2
2019 Belmont,Grayson Murphy,Kevin McClain,Michael Benkert,Dylan Windler,Nick Muszynski,14.3,14.7,20.8,14.9,12.7
2019 Bradley,Darrell Brown,Luqman Lundy,Dwayne Lautier-Ogunleye,Elijah Childs,Luuk van Bree,7.2,13,5.2,1.3,2.6
2019 Buffalo,Davonta Jordan,Jayvon Graves,CJ Massinburg,Jeremy Harris,Montell McRae,12.8,15.9,27.3,16.5,11.8
2019 Cincinnati,Justin Jenifer,Jarron Cumberland,Keith Williams,Tre Scott,Nysier Brooks,14.8,17.1,25.8,14.3,11.4
2019 Colgate,Jordan Burns,Tucker Richardson,Will Rayman,Dana Batt,Rapolas Ivanauskas,12,12.4,5.2,7.3,-2.5
2019 Duke,Tre Jones,R.J. Barrett,Cam Reddish,Javin DeLaurier,Zion Williamson,18.5,21.6,41.4,22.3,13.9
2019 Fairleigh Dickinson,Jahlil Jenkins,Darnell Edge,Kaleb Bishop,Elyjah Williams,Mike Holloway Jr.,12,10,-0.9,5.4,-5.1
2019 Florida,Andrew Nembhard,KeVaughn Allen,Jalen Hudson,Keyontae Johnson,Kevarrius Hayes,11.5,17.7,24.5,10.1,13.8
2019 Florida St.,Trent Forrest,M.J. Walker,Terance Mann,Raiquan Gray,Christ Koumadje,9,15.2,23.1,6.8,11.4
2019 Gardner Webb,Jaheam Cornwall,David Efianayi,Nate Johnson,Jose Perez,DJ Laster,10.5,10.9,3.5,8.1,-1
2019 Georgia St.,D'Marcus Simonds,Kane Williams,Jeff Thomas,Damon Wilson,Malik Benlevi,11.1,14.5,7.8,4.2,0.3
2019 Gonzaga,Josh Perkins,Zach Norvell Jr.,Corey Kispert,Rui Hachimura,Brandon Clarke,21,20.5,43.5,28.4,18.8
2019 Houston,Galen Robinson Jr.,Corey Davis Jr.,Armoni Brooks,Fabian White Jr.,Breaon Brady,13.5,16.7,24.5,12.3,8.9
2019 Iona,Rickey McGill,Asante Gist,Ben Perez,E.J. Crawford,Tajuan Agee,12.6,10.2,0.6,6.9,-0.8
2019 Iowa,Jordan Bohannon,Isaiah Moss,Joe Wieskamp,Tyler Cook,Luka Garza,15,13.2,17.2,16.5,2.5
2019 Iowa St.,Nick Weiler-Babb,Tyrese Haliburton,Marial Shayok,Talen Horton-Tucker,Michael Jacobson,17.7,18.2,26.7,18,8.4
2019 Kansas,Devon Dotson,Quentin Grimes,Ochai Agbaji,Dedric Lawson,David McCormack,12.4,16.7,22,11.7,14.4
2019 Kansas St.,Kamau Stokes,Barry Brown Jr.,Cartier Diarra,Xavier Sneed,Makol Mawien,9.6,21.3,21.9,4.4,16.2
2019 Kentucky,Ashton Hagans,Tyler Herro,Keldon Johnson,PJ Washington,Reid Travis,17.3,19.8,33.6,19.3,17
2019 Liberty,Georgie Pacheco-Ortiz,Lovell Cabbil,Elijah Cuffee,Caleb Homesley,Scottie James,11.6,14.4,16.8,11.7,6.4
2019 Louisville,Christen Cunningham,Khwan Fore,Dwayne Sutton,Jordan Nwora,Malik Williams,11.3,16.9,23.5,10.7,15.2
2019 LSU,Tremont Waters,Skylar Mays,Marlon Taylor,Naz Reid,Kavell Bigby-Williams,14.9,15.5,25.3,16.3,11.2
2019 Marquette,Markus Howard,Sacar Anim,Sam Hauser,Joey Hauser,Theo John,15.1,17.3,21.6,12.6,9.1
2019 Maryland,Anthony Cowan Jr.,Darryl Morsell,Eric Ayala,Jalen Smith,Bruno Fernando,15.4,18,24.6,13.7,12.9
2019 Michigan,Zavier Simpson,Jordan Poole,Charles Matthews,Ignas Brazdeikis,Jon Teske,16.3,23.5,34.2,15.3,20.8
2019 Michigan St.,Cassius Winston,Matt McQuaid,Aaron Henry,Kenny Goins,Xavier Tillman,17.6,18.6,37.7,21.3,16.4
2019 Minnesota,Amir Coffey,Gabe Kalscheur,Dupree McBrayer,Jordan Murphy,Daniel Oturu,14,17.3,19.7,12.1,10.3
2019 Mississippi,Breein Tyree,Devontae Shuler,Terence Davis,Blake Hinson,Bruce Stevens,14.7,16,20.8,14.8,6.6
2019 Mississippi St.,Lamar Peters,Tyson Carter,Quinndary Weatherspoon,Reggie Perry,Abdul Ado,14.6,15.4,20.8,13.7,8.9
2019 Montana,Timmy Falls,Ahmaad Rorie,Michael Oguine,Sayeed Pridgett,Bobby Moorehead,8.5,13.1,3.5,2,3.1
2019 Murray St.,Ja Morant,Shaq Buchanan,Tevin Brown,KJ Williams,Darnell Cowart,15.3,16,21.2,15.2,6.8
2019 Nevada,Jazz Johnson,Cody Martin,Caleb Martin,Jordan Caroline,Tre'Shawn Thurman,16.4,19.7,26,16.5,11.5
2019 New Mexico St.,AJ Harris,Terrell Brown,Clayton Henry,C.J. Bobbitt,Eli Chuha,9.7,10.9,18.9,13.4,4.6
2019 North Carolina,Coby White,Kenny Williams,Cameron Johnson,Garrison Brooks,Luke Maye,17.5,18.8,34,21.3,12
2019 North Carolina Central,Jordan Perkins,"Randy Miller, Jr.",Larry McKnight Jr.,Zacarry Douglas,Raasean Davis,4.6,9.9,-8.1,-4.2,-4
2019 North Dakota St.,Vinnie Shahid,Jared Samuelson,Tyson Ward,Sam Griesel,Rocky Kreuser,8.9,9,-1.8,3.8,-6.1
2019 Northeastern,Vasa Pusica,Jordan Roland,Donnell Gresham Jr.,Bolden Brace,Anthony Green,14,14.1,14.6,12,4.4
2019 Northern Kentucky,Jalen Tate,Tyler Sharpe,Trevon Faulkner,Dantez Walton,Drew McDonald,13.1,14,16.4,13.4,4.9
2019 Ohio St.,C.J. Jackson,Keyshawn Woods,Musa Jallow,Andre Wesson,Kaleb Wesson,9.5,15.8,17.8,6.6,10.2
2019 Oklahoma,Jamal Bieniemy,Christian James,Rashard Odomes,Kristian Doolittle,Brady Manek,11.5,17.2,24.9,12.7,11.7
2019 Old Dominion,Ahmad Caver,Xavier Green,B.J. Stith,Aaron Carver,Elbert Robinson III,6.3,15.8,2.2,-6.5,4.1
2019 Oregon,Payton Pritchard,Will Richardson,Louis King,Paul White,Kenny Wooten,10,17.3,17,5.1,12.9
2019 Prairie View A&M,Dennis Jones,Gary Blackston,Gerard Andrus,Devonte Patterson,Iwin Ellis,5.7,10.7,-4.2,-3.4,0
2019 Purdue,Carsen Edwards,Ryan Cline,Nojel Eastern,Grady Eifert,Matt Haarms,19.9,16.5,34.6,23.5,13.3
2019 Saint Louis,Tramaine Isabell,Jordan Goodwin,Javon Bess,Hasahn French,D.J. Foreman,7.9,18.9,7.7,-0.4,3.5
2019 Saint Mary's,Tommy Kuhse,Jordan Ford,Tanner Krebs,Malik Fitts,Jordan Hunter,16.3,16.5,24.1,15.6,12.4
2019 Seton Hall,Quincy McKnight,Myles Powell,Myles Cale,Michael Nzei,Sandro Mamukelashvili,12.5,16.8,16.2,9.6,7.6
2019 St. John's,Shamorie Ponds,Justin Simon,Mustapha Heron,LJ Figueroa,Marvin Clark II,14.1,16.8,14,9.7,6.7
2019 Syracuse,Tyus Battle,Jimmy Boeheim,Elijah Hughes,Marek Dolezaj,Oshae Brissett,11.7,17.1,15.3,8.7,2.2
2019 Temple,Shizz Alston Jr.,Nate Pierre-Louis,Quinton Rose,J.P. Moorman II,Ernest Aflakpui,12.4,16.3,14,8.4,5
2019 Tennessee,Jordan Bone,Lamonte Turner,Jordan Bowden,Admiral Schofield,Grant Williams,20.5,18.2,32.2,24,11.7
2019 Texas Tech,Matt Mooney,Davide Moretti,Brandone Francis,Jarrett Culver,Tariq Owens,14.8,21.7,35.7,15,23.9
2019 UC Irvine,Robert Cartwright,Max Hazzard,Evan Leonard,Tommy Rutherford,Jonathan Galloway,9.5,12.5,16.3,8.8,6.1
2019 UCF,Terrell Allen,BJ Taylor,Aubrey Dawkins,Collin Smith,Tacko Fall,13.1,17.6,21.4,10.8,7.4
2019 Utah St.,Abel Porter,Sam Merrill,Brock Miller,Quinn Taylor,Neemias Queta,12.3,15.4,18,10.9,8.4
2019 VCU,Marcus Evans,De'Riante Jenkins,Issac Vann,Sean Mobley,Marcus Santos-Silva,9.1,18.1,25.3,8.4,11.9
2019 Vermont,Stef Smith,Ernie Duncan,Ben Shungu,Samuel Dingba,Anthony Lamb,11.2,13.5,18.5,9.8,3.5
2019 Villanova,Phil Booth,Collin Gillespie,Jermaine Samuels,Saddiq Bey,Eric Paschall,16.8,16.3,21.4,16,7.5
2019 Virginia,Kihei Clark,Kyle Guy,Ty Jerome,De'Andre Hunter,Mamadi Diakite,18.7,20.6,37.9,22.1,20.2
2019 Virginia Tech,Nickeil Alexander-Walker,Wabissa Bede,Ahmed Hill,Ty Outlaw,Kerry Blackshear Jr.,16.3,19.3,27.7,15.4,14.7
2019 Washington,David Crisp,Jaylen Nowell,Matisse Thybulle,Hameir Wright,Noah Dickerson,9.9,18.5,16.6,2.4,5.3
2019 Wisconsin,D'Mitrik Trice,Brad Davison,Khalil Iverson,Nate Reuvers,Ethan Happ,13.4,20.6,28.2,9.6,15.7
2019 Wofford,Storm Murphy,Nathan Hoover,Fletcher Magee,Keve Aluma,Cameron Jackson,17.7,14.7,30.1,22.9,7
2019 Yale,Alex Copeland,Trey Phills,Miye Oni,Blake Reynolds,Jordan Bruner,12.5,13.6,15,11.2,7
2020 Akron,Loren Cristian Jackson,Channel Banks,Tyler Cheese,Xeyrius Williams,Deng Riak,14.1,16.1,17.2,11.6,7
2020 Arizona,Nico Mannion,Dylan Smith,Josh Green,Stone Gettings,Zeke Nnaji,13.4,18.2,23.6,11.8,10.2
2020 Arizona St.,Remy Martin,Rob Edwards,Mickey Mitchell,Kimani Lawrence,Romello White,8.3,14.8,11.2,3.2,5.3
2020 Auburn,J'Von McCormick,Samir Doughty,Isaac Okoro,Danjel Purifoy,Austin Wiley,14.4,16.3,23.4,15.1,9
2020 Baylor,Davion Mitchell,Jared Butler,MaCio Teague,Mark Vital,Freddie Gillespie,15.9,21.2,34.6,16.7,14.3
2020 Belmont,Grayson Murphy,Adam Kunkel,Michael Benkert,Tyler Scanlon,Nick Muszynski,11.4,14.5,16,9.8,8.6
2020 Boston University,Javante McCoy,Jonas Harper,Walter Whyte,Max Mahoney,Sukhmail Mathon,9.7,12,8.1,7.6,5.9
2020 Bradley,Darrell Brown,Danya Kingsby,Nate Kennell,Elijah Childs,Koch Bar,11.4,14.6,9.4,6.2,5.9
2020 Butler,Aaron Thompson,Kamar Baldwin,Sean McDermott,Bryce Nze,Bryce Golden,16,18.5,23.8,13,10.1
2020 BYU,TJ Haws,Alex Barcello,Jake Toolson,Yoeli Childs,Kolby Lee,17.6,16.4,27.4,19.8,12
2020 Cincinnati,Jarron Cumberland,Mika Adams-Woods,Keith Williams,Tre Scott,Chris Vogt,12.8,17.4,20.9,10.4,10.4
2020 Colorado,McKinley Wright IV,Shane Gatling,D'Shawn Schwartz,Tyler Bey,Evan Battey,14,17.9,22.1,11.1,11.1
2020 Creighton,Marcus Zegarowski,Ty-Shon Alexander,Mitch Ballock,Damien Jefferson,Christian Bishop,18.7,16.9,28.3,20.7,9.5
2020 Dayton,Rodney Chatman,Jalen Crutcher,Trey Landers,Ryan Mikesell,Obi Toppin,17.5,18.3,32.9,20.8,12.1
2020 Duke,Tre Jones,Jordan Goldwire,Cassius Stanley,Wendell Moore Jr.,Vernon Carey Jr.,14.3,17.7,26.5,14.6,9.4
2020 East Tennessee St.,Daivien Williamson,Isaiah Tisdale,Tray Boyd III,Bo Hodges,Lucas N'Guessan,11.7,15.2,15.9,9,5.6
2020 Eastern Washington,Ellis Magnuson,Jack Perry,Jacob Davison,Kim Aiken Jr.,Mason Peatling,10.6,14,6,4.4,1.5
2020 Florida,Andrew Nembhard,Noah Locke,Scottie Lewis,Keyontae Johnson,Kerry Blackshear Jr.,16.5,17.6,26.4,17,11.5
2020 Florida St.,Trent Forrest,M.J. Walker,Devin Vassell,Patrick Williams,Malik Osborne,13,16,26.1,14.1,11.3
2020 Gonzaga,Ryan Woolridge,Joel Ayayi,Corey Kispert,Killian Tillie,Filip Petrusev,18.9,17.7,35.6,25.3,14.7
2020 Hofstra,Desure Buie,Jalen Ray,Eli Pemberton,Tareq Coburn,Isaac Kante,15.2,14.8,11,10.4,1.8
2020 Houston,DeJon Jarreau,Marcus Sasser,Nate Hinton,Fabian White Jr.,Chris Harris Jr.,12.2,15.2,25.1,12,13
2020 Illinois,Trent Frazier,Andres Feliz,Ayo Dosunmu,Da'Monte Williams,Kofi Cockburn,12.5,16.9,21.4,9.5,7
2020 Indiana,Rob Phinisee,Al Durham,Justin Smith,Trayce Jackson-Davis,Joey Brunk,11.9,15.8,18.1,7.8,12.6
2020 Iowa,Bakari Evelyn,Connor McCaffery,Joe Wieskamp,Cordell Pemsl,Luka Garza,13.3,13.2,19.9,14,3.7
2020 Kansas,Devon Dotson,Marcus Garrett,Isaiah Moss,Ochai Agbaji,Udoka Azubuike,17.2,21.9,35.1,17.5,17
2020 Kentucky,Ashton Hagans,Immanuel Quickley,Tyrese Maxey,EJ Montgomery,Nick Richards,16.1,18.7,22.6,12.7,7.9
2020 Liberty,Georgie Pacheco-Ortiz,Darius McGhee,Elijah Cuffee,Caleb Homesley,Scottie James,10.6,17.8,15.5,8.2,9
2020 Little Rock,Markquis Nowell,Jovan Stulic,Ben Coupet Jr,Kamani Johnson,Ruot Monyyong,10.9,13.7,8,7.6,2.4
2020 Louisville,David Johnson,Ryan McMahon,Dwayne Sutton,Jordan Nwora,Malik Williams,16.1,15.7,35.2,23.2,16
2020 LSU,Skylar Mays,Javonte Smart,Marlon Taylor,Emmitt Williams,Trendon Watford,17.1,14.5,17.5,15.5,5.6
2020 Marquette,Markus Howard,Koby McEwen,Sacar Anim,Brendan Bailey,Theo John,14.8,15.8,21.3,13.9,8
2020 Maryland,Anthony Cowan Jr.,Eric Ayala,Darryl Morsell,Donta Scott,Jalen Smith,15.3,18.1,24.2,13.8,10.2
2020 Michigan,Zavier Simpson,Eli Brooks,Isaiah Livers,Franz Wagner,Jon Teske,14.9,19.6,24.7,12.9,11.1
2020 Michigan St.,Cassius Winston,Rocket Watts,Aaron Henry,Malik Hall,Xavier Tillman,15.3,17.9,28.1,14.5,11.1
2020 New Mexico St.,Evan Gilyard,Jabari Rice,Trevelin Queen,Johnny McCants,Ivan Aurrecoechea,12.7,13.4,19.6,16.8,7
